feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
3,0,70.0,-20.0,3.6,15.0,10.0,148.0,217.0,319.0,18.0,33.0,87.1,46.9,0,0,8.152105263157896,-89.61736842105263,8.991111111111111,6907,beauce_5_sa_007
1,1,47.0,-11.0,1.8,20.8,10.0,188.0,383.0,393.0,9.0,70.9,10.0,10.0,0,0,2.061578947368421,-96.80315789473684,8.342222222222222,6908,beauce_5_sa_008
3,0,103.0,-20.0,3.1,15.0,10.0,263.0,294.0,319.0,326.0,82.0,91.6,53.8,0,0,20.393157894736845,18.287368421052623,8.916666666666666,6909,beauce_5_sa_009
1,1,100.0,-31.0,3.3,17.0,10.0,214.0,383.0,393.0,3.0,74.4,10.0,10.0,0,0,1.912631578947368,-46.14736842105263,8.444444444444445,6910,beauce_5_sa_010
0,0,68.0,-20.0,1.7,15.0,10.0,259.0,383.0,393.0,3.0,10.0,10.0,10.0,0,0,1.7873684210526315,-189.49947368421053,5.760000000000001,6911,beauce_5_sa_011
3,0,68.0,-20.0,2.5,15.0,10.0,294.0,295.0,296.0,356.0,46.8,30.6,72.6,0,0,12.854736842105265,-71.1,8.762222222222222,6912,beauce_5_sa_012
3,2,82.0,-23.0,1.2,17.0,6.8,150.0,296.0,297.0,361.0,72.8,92.2,45.1,0,0,14.695263157894736,-24.245263157894737,8.991111111111111,6913,beauce_5_sa_013
3,2,82.0,-12.0,4.0,24.9,23.3,130.0,314.0,315.0,332.0,41.5,99.2,51.8,0,0,16.340526315789475,1.8168421052631576,8.928888888888888,6914,beauce_5_sa_014
2,0,89.0,-20.0,2.3,15.0,10.0,291.0,292.0,393.0,354.0,52.3,96.7,10.0,0,0,11.584736842105263,-44.205263157894734,8.807777777777778,6915,beauce_5_sa_015
2,0,65.0,-20.0,2.8,15.0,10.0,154.0,246.0,393.0,338.0,84.8,88.4,10.0,0,0,6.877894736842106,-51.23894736842105,8.985555555555557,6916,beauce_5_sa_016
3,2,78.0,-40.0,2.9,12.8,17.5,249.0,250.0,255.0,336.0,82.9,87.9,99.7,0,0,21.115263157894734,-13.140526315789472,8.928888888888888,6917,beauce_5_sa_017
2,1,69.0,-30.0,3.1,19.9,10.0,160.0,295.0,393.0,362.0,55.8,84.2,10.0,0,0,6.522105263157894,-52.41210526315789,8.956666666666667,6918,beauce_5_sa_018
1,2,57.0,-32.0,1.9,1.2,22.9,281.0,383.0,393.0,361.0,30.2,10.0,10.0,0,0,0.7394736842105264,-102.9278947368421,6.906666666666667,6919,beauce_5_sa_019
0,0,73.0,-20.0,3.9,15.0,10.0,259.0,383.0,393.0,335.0,10.0,10.0,10.0,0,0,1.5526315789473684,-120.06473684210526,5.4366666666666665,6920,beauce_5_sa_020
0,2,62.0,-35.0,2.2,14.1,21.2,259.0,383.0,393.0,365.0,10.0,10.0,10.0,0,0,0.7073684210526315,-138.3205263157895,5.449999999999999,6921,beauce_5_sa_021
3,2,58.0,-26.0,2.5,15.6,5.8,247.0,248.0,249.0,343.0,50.0,36.2,43.9,0,0,5.24,-42.3478947368421,8.79,6922,beauce_5_sa_022
3,0,93.0,-20.0,3.7,15.0,10.0,190.0,214.0,241.0,365.0,81.4,30.6,78.7,0,0,5.982105263157894,-34.61421052631579,8.88,6923,beauce_5_sa_023
3,1,68.0,-6.0,1.1,18.4,10.0,110.0,245.0,253.0,350.0,70.4,30.8,54.5,0,0,6.909473684210527,-11.873684210526314,8.984444444444444,6924,beauce_5_sa_024
3,0,98.0,-20.0,2.8,15.0,10.0,269.0,270.0,271.0,362.0,25.4,19.6,19.8,0,0,2.6621052631578945,-104.17631578947368,8.212222222222222,6925,beauce_5_sa_025
3,0,104.0,-20.0,1.2,15.0,10.0,225.0,305.0,306.0,1.0,33.7,84.9,35.1,0,0,10.613157894736842,-55.234736842105264,8.940000000000001,6926,beauce_5_sa_026
0,1,48.0,-26.0,1.0,16.5,10.0,259.0,383.0,393.0,360.0,10.0,10.0,10.0,0,0,1.02,-150.19263157894736,5.385555555555555,6927,beauce_5_sa_027
2,0,74.0,-20.0,3.8,15.0,10.0,226.0,270.0,393.0,352.0,78.4,26.4,10.0,0,0,2.1489473684210525,-64.22947368421052,8.95,6928,beauce_5_sa_028
2,2,92.0,-15.0,1.1,21.1,12.4,252.0,312.0,393.0,327.0,93.3,53.5,10.0,0,0,7.710000000000001,17.08842105263158,8.824444444444445,6929,beauce_5_sa_029
2,0,96.0,-20.0,2.4,15.0,10.0,191.0,298.0,393.0,338.0,45.1,80.0,10.0,0,0,7.704210526315789,-30.139473684210525,8.846666666666668,6930,beauce_5_sa_030
2,0,75.0,-20.0,1.2,15.0,10.0,197.0,221.0,393.0,5.0,51.6,65.0,10.0,0,0,2.639473684210526,-77.09842105263158,8.991111111111111,6931,beauce_5_sa_031
3,0,99.0,-20.0,1.1,15.0,10.0,184.0,263.0,294.0,6.0,51.5,86.9,89.7,0,0,13.181052631578948,-27.56947368421053,8.897777777777778,6932,beauce_5_sa_032
0,0,85.0,-20.0,3.3,15.0,10.0,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.9389473684210528,-154.64526315789476,5.312222222222222,6933,beauce_5_sa_033
0,1,61.0,-39.0,1.8,21.2,10.0,259.0,383.0,393.0,330.0,10.0,10.0,10.0,0,0,0.6847368421052632,-85.9378947368421,5.433333333333334,6934,beauce_5_sa_034
2,0,102.0,-20.0,1.1,15.0,10.0,222.0,319.0,393.0,3.0,36.0,78.4,10.0,0,0,7.5,-51.91263157894737,8.687777777777777,6935,beauce_5_sa_035
3,0,68.0,-20.0,3.5,15.0,10.0,128.0,248.0,296.0,13.0,85.8,25.4,27.8,0,0,8.149473684210527,-87.8921052631579,8.991111111111111,6936,beauce_5_sa_036
3,2,49.0,-33.0,1.3,9.9,6.5,298.0,299.0,314.0,342.0,57.1,98.4,11.7,0,0,12.032105263157897,-88.94894736842105,8.848888888888888,6937,beauce_5_sa_037
3,2,81.0,-41.0,3.4,9.5,18.7,171.0,240.0,306.0,363.0,11.1,48.8,27.3,0,0,1.1542105263157894,-39.05,8.682222222222222,6938,beauce_5_sa_038
1,2,55.0,-5.0,1.6,2.1,1.5,189.0,383.0,393.0,365.0,46.7,10.0,10.0,0,0,1.5605263157894738,-98.3857894736842,7.631111111111112,6939,beauce_5_sa_039
0,0,58.0,-20.0,3.8,15.0,10.0,259.0,383.0,393.0,332.0,10.0,10.0,10.0,0,0,1.333157894736842,-123.46842105263158,5.455555555555556,6940,beauce_5_sa_040
0,2,55.0,-20.0,2.6,19.6,23.2,259.0,383.0,393.0,349.0,10.0,10.0,10.0,0,0,0.8173684210526316,-121.64736842105263,5.3933333333333335,6941,beauce_5_sa_041
3,1,68.0,-13.0,2.5,2.1,10.0,266.0,267.0,287.0,350.0,62.9,77.7,23.0,0,0,11.702105263157897,-54.95684210526316,8.91,6942,beauce_5_sa_042
3,0,88.0,-20.0,3.8,15.0,10.0,244.0,275.0,283.0,345.0,14.9,53.2,78.0,0,0,7.592105263157895,-33.728947368421046,8.936666666666667,6943,beauce_5_sa_043
1,0,92.0,-20.0,2.1,15.0,10.0,279.0,383.0,393.0,326.0,21.0,10.0,10.0,0,0,2.622105263157895,-68.08210526315789,6.024444444444445,6944,beauce_5_sa_044
0,0,106.0,-20.0,3.5,15.0,10.0,259.0,383.0,393.0,364.0,10.0,10.0,10.0,0,0,1.928421052631579,-135.55684210526314,5.343333333333333,6945,beauce_5_sa_045
0,0,74.0,-20.0,3.7,15.0,10.0,259.0,383.0,393.0,356.0,10.0,10.0,10.0,0,0,1.608421052631579,-143.08105263157896,5.44,6946,beauce_5_sa_046
1,0,46.0,-20.0,1.1,15.0,10.0,303.0,383.0,393.0,10.0,86.7,10.0,10.0,0,0,8.570526315789474,-129.4078947368421,7.82888888888889,6947,beauce_5_sa_047
0,1,51.0,-35.0,2.2,13.2,10.0,259.0,383.0,393.0,9.0,10.0,10.0,10.0,0,0,0.8021052631578948,-168.5963157894737,5.321111111111112,6948,beauce_5_sa_048
1,1,69.0,-35.0,2.5,14.5,10.0,247.0,383.0,393.0,365.0,38.1,10.0,10.0,0,0,0.9078947368421052,-79.73789473684211,7.374444444444445,6949,beauce_5_sa_049
3,0,84.0,-20.0,1.9,15.0,10.0,202.0,237.0,313.0,344.0,98.4,39.5,23.4,0,0,5.339473684210526,-77.30842105263157,8.955555555555556,6950,beauce_5_sa_050
2,1,73.0,-34.0,2.6,5.6,10.0,109.0,305.0,393.0,337.0,72.4,24.6,10.0,0,0,6.096315789473684,-31.264210526315793,8.648888888888889,6951,beauce_5_sa_051
2,1,47.0,-21.0,3.8,10.6,10.0,216.0,217.0,393.0,356.0,82.1,81.0,10.0,0,0,9.06578947368421,-65.44157894736841,8.966666666666667,6952,beauce_5_sa_052
1,0,103.0,-20.0,1.2,15.0,10.0,193.0,383.0,393.0,345.0,49.0,10.0,10.0,0,0,2.674736842105263,-95.9921052631579,7.758888888888888,6953,beauce_5_sa_053
2,0,59.0,-20.0,2.2,15.0,10.0,283.0,284.0,393.0,346.0,33.4,70.0,10.0,0,0,7.554210526315789,-54.99842105263157,8.296666666666667,6954,beauce_5_sa_054
1,1,55.0,-22.0,3.5,19.4,10.0,184.0,383.0,393.0,355.0,74.8,10.0,10.0,0,0,1.16,-45.65526315789474,8.475555555555555,6955,beauce_5_sa_055
3,0,88.0,-20.0,3.5,15.0,10.0,200.0,290.0,291.0,360.0,23.0,30.9,73.2,0,0,7.682105263157895,-51.123684210526314,8.821111111111112,6956,beauce_5_sa_056
3,2,68.0,-16.0,2.5,19.7,12.9,308.0,309.0,310.0,6.0,17.9,50.8,80.0,0,0,12.975263157894735,-70.31157894736842,8.66777777777778,6957,beauce_5_sa_057
0,0,100.0,-20.0,3.8,15.0,10.0,259.0,383.0,393.0,3.0,10.0,10.0,10.0,0,0,1.9515789473684209,-150.9421052631579,5.437777777777778,6958,beauce_5_sa_058
2,0,78.0,-20.0,1.6,15.0,10.0,318.0,319.0,393.0,336.0,63.6,73.6,10.0,0,0,12.05842105263158,-77.10105263157895,8.76,6959,beauce_5_sa_059
1,2,103.0,-37.0,2.1,8.7,20.7,259.0,383.0,393.0,338.0,72.6,10.0,10.0,0,0,1.3210526315789473,-0.0547368421052625,8.272222222222222,6960,beauce_5_sa_060
1,0,78.0,-20.0,1.9,15.0,10.0,313.0,383.0,393.0,340.0,72.9,10.0,10.0,0,0,6.442105263157895,-111.77,8.073333333333332,6961,beauce_5_sa_061
0,1,96.0,-11.0,3.8,21.7,10.0,259.0,383.0,393.0,326.0,10.0,10.0,10.0,0,0,2.2505263157894735,-83.30052631578947,4.981111111111111,6962,beauce_5_sa_062
3,0,58.0,-20.0,1.4,15.0,10.0,113.0,237.0,269.0,335.0,45.8,60.9,48.9,0,0,7.188421052631578,-57.61473684210525,9.0,6963,beauce_5_sa_063
2,1,99.0,-23.0,1.6,6.2,10.0,113.0,279.0,393.0,323.0,73.9,72.6,10.0,0,0,10.06578947368421,9.704210526315787,8.947777777777778,6964,beauce_5_sa_064
3,1,69.0,-18.0,1.5,9.0,10.0,133.0,276.0,321.0,15.0,55.2,12.2,66.3,0,0,8.93157894736842,-68.76631578947368,8.903333333333332,6965,beauce_5_sa_065
3,2,54.0,-22.0,3.7,3.0,16.3,208.0,243.0,269.0,17.0,38.3,68.4,37.4,0,0,6.761052631578948,-108.26263157894738,8.940000000000001,6966,beauce_5_sa_066
2,1,78.0,-8.0,2.7,9.0,10.0,176.0,317.0,393.0,338.0,81.9,84.6,10.0,0,0,7.807894736842105,16.609473684210524,8.992222222222223,6967,beauce_5_sa_067
3,0,90.0,-20.0,4.0,15.0,10.0,183.0,234.0,250.0,331.0,96.9,13.4,50.0,0,0,4.528421052631579,20.56052631578947,8.974444444444444,6968,beauce_5_sa_068
2,0,99.0,-20.0,2.9,15.0,10.0,277.0,278.0,393.0,335.0,86.8,31.1,10.0,0,0,8.056842105263158,-49.252631578947366,8.684444444444445,6969,beauce_5_sa_069
1,0,66.0,-20.0,3.2,15.0,10.0,286.0,383.0,393.0,16.0,84.5,10.0,10.0,0,0,6.796842105263157,-98.12947368421052,7.92,6970,beauce_5_sa_070
3,0,87.0,-20.0,3.3,15.0,10.0,320.0,321.0,322.0,17.0,18.9,75.5,58.6,0,0,15.047368421052632,-76.50842105263158,8.665555555555555,6971,beauce_5_sa_071
1,0,78.0,-20.0,2.7,15.0,10.0,118.0,383.0,393.0,331.0,80.5,10.0,10.0,0,0,6.344210526315789,-84.94263157894736,8.437777777777777,6972,beauce_5_sa_072
0,1,86.0,-34.0,1.4,9.8,10.0,259.0,383.0,393.0,334.0,10.0,10.0,10.0,0,0,1.1542105263157894,-86.71368421052631,5.354444444444445,6973,beauce_5_sa_073
3,0,70.0,-20.0,1.3,15.0,10.0,301.0,302.0,303.0,18.0,77.5,82.0,75.4,0,0,27.606842105263155,-115.3084210526316,8.883333333333333,6974,beauce_5_sa_074
0,0,96.0,-20.0,2.3,15.0,10.0,259.0,383.0,393.0,344.0,10.0,10.0,10.0,0,0,1.843157894736842,-115.4857894736842,5.295555555555556,6975,beauce_5_sa_075
0,2,77.0,-17.0,2.3,4.9,22.9,259.0,383.0,393.0,17.0,10.0,10.0,10.0,0,0,1.5494736842105263,-152.85368421052632,5.342222222222222,6976,beauce_5_sa_076
0,0,93.0,-20.0,2.0,15.0,10.0,259.0,383.0,393.0,17.0,10.0,10.0,10.0,0,0,2.1073684210526316,-152.91526315789474,5.196666666666667,6977,beauce_5_sa_077
3,2,57.0,-32.0,3.4,1.8,23.1,225.0,314.0,315.0,363.0,94.9,87.9,60.5,0,0,19.45421052631579,-95.24631578947368,8.992222222222223,6978,beauce_5_sa_078
1,0,66.0,-20.0,1.4,15.0,10.0,298.0,383.0,393.0,10.0,76.1,10.0,10.0,0,0,6.4184210526315795,-136.19684210526316,7.962222222222222,6979,beauce_5_sa_079
2,0,83.0,-20.0,2.3,15.0,10.0,260.0,261.0,393.0,339.0,68.9,90.7,10.0,0,0,8.822631578947368,-12.30315789473684,8.906666666666666,6980,beauce_5_sa_080
3,1,56.0,-26.0,1.2,8.6,10.0,323.0,324.0,325.0,4.0,58.6,63.6,24.1,0,0,11.897894736842105,-99.24526315789473,8.647777777777778,6981,beauce_5_sa_081
1,0,71.0,-20.0,2.0,15.0,10.0,232.0,383.0,393.0,339.0,68.5,10.0,10.0,0,0,1.4521052631578948,-40.13421052631579,8.19888888888889,6982,beauce_5_sa_082
1,0,63.0,-20.0,4.0,15.0,10.0,168.0,383.0,393.0,352.0,84.0,10.0,10.0,0,0,2.4473684210526314,-56.856842105263155,8.632222222222222,6983,beauce_5_sa_083
2,0,95.0,-20.0,1.8,15.0,10.0,280.0,281.0,393.0,364.0,69.9,83.1,10.0,0,0,10.839473684210526,-108.06368421052632,8.926666666666668,6984,beauce_5_sa_084
1,1,87.0,-33.0,1.7,3.7,10.0,250.0,383.0,393.0,353.0,32.5,10.0,10.0,0,0,0.976842105263158,-83.44421052631579,7.314444444444444,6985,beauce_5_sa_085
3,0,76.0,-20.0,1.9,15.0,10.0,240.0,311.0,312.0,6.0,20.2,24.4,34.3,0,0,5.610526315789474,-153.2942105263158,8.39,6986,beauce_5_sa_086
0,1,94.0,-32.0,1.2,17.5,10.0,259.0,383.0,393.0,353.0,10.0,10.0,10.0,0,0,0.933157894736842,-98.94052631578948,5.413333333333333,6987,beauce_5_sa_087
1,0,98.0,-20.0,2.0,15.0,10.0,245.0,383.0,393.0,365.0,69.0,10.0,10.0,0,0,1.9,-68.46210526315791,8.268888888888888,6988,beauce_5_sa_088
3,1,48.0,-20.0,1.5,23.7,10.0,225.0,318.0,319.0,338.0,23.0,49.2,76.8,0,0,8.746842105263157,-33.11684210526316,8.816666666666666,6989,beauce_5_sa_089
0,0,55.0,-20.0,3.0,15.0,10.0,259.0,383.0,393.0,343.0,10.0,10.0,10.0,0,0,1.3973684210526316,-117.54368421052632,5.182222222222222,6990,beauce_5_sa_090
0,1,47.0,-38.0,2.4,6.1,10.0,259.0,383.0,393.0,349.0,10.0,10.0,10.0,0,0,0.5984210526315789,-131.2084210526316,5.558888888888889,6991,beauce_5_sa_091
1,0,57.0,-20.0,3.2,15.0,10.0,116.0,383.0,393.0,343.0,91.9,10.0,10.0,0,0,5.873157894736842,-64.93,8.625555555555556,6992,beauce_5_sa_092
3,2,54.0,-24.0,1.6,17.1,20.9,248.0,297.0,298.0,340.0,30.4,45.3,90.2,0,0,10.599473684210526,-45.34842105263157,8.853333333333333,6993,beauce_5_sa_093
1,0,88.0,-20.0,2.3,15.0,10.0,201.0,383.0,393.0,9.0,56.2,10.0,10.0,0,0,2.6515789473684213,-124.09052631578946,8.057777777777778,6994,beauce_5_sa_094
3,0,74.0,-20.0,1.6,15.0,10.0,261.0,262.0,319.0,363.0,83.8,35.6,82.6,0,0,16.28,-104.87210526315788,8.981111111111112,6995,beauce_5_sa_095
3,1,48.0,-20.0,3.6,12.8,10.0,306.0,307.0,308.0,323.0,92.0,97.3,46.1,0,0,20.588947368421053,-19.207368421052635,8.826666666666666,6996,beauce_5_sa_096
2,0,90.0,-20.0,3.9,15.0,10.0,237.0,250.0,393.0,353.0,22.6,13.9,10.0,0,0,1.7284210526315789,-117.68736842105262,7.38,6997,beauce_5_sa_097
0,1,96.0,-26.0,3.9,13.7,10.0,259.0,383.0,393.0,340.0,10.0,10.0,10.0,0,0,1.2131578947368422,-91.72842105263156,5.293333333333333,6998,beauce_5_sa_098
0,2,62.0,-27.0,3.2,5.6,15.3,259.0,383.0,393.0,363.0,10.0,10.0,10.0,0,0,0.8452631578947368,-135.15157894736842,5.411111111111111,6999,beauce_5_sa_099
2,1,67.0,-22.0,3.7,20.4,10.0,180.0,302.0,393.0,360.0,31.4,99.3,10.0,0,0,7.157894736842105,-47.34684210526316,8.816666666666666,7000,beauce_5_sa_000
1,2,89.0,-27.0,2.3,8.4,12.4,238.0,383.0,393.0,337.0,42.4,10.0,10.0,0,0,1.1147368421052632,-31.99052631578947,7.338888888888889,7001,beauce_5_sa_001
3,1,102.0,-16.0,3.4,6.2,10.0,291.0,322.0,323.0,11.0,98.1,27.5,17.6,0,0,10.512105263157894,-46.19263157894736,8.731111111111112,7002,beauce_5_sa_002
0,0,85.0,-20.0,1.5,15.0,10.0,259.0,383.0,393.0,17.0,10.0,10.0,10.0,0,0,2.223157894736842,-194.63631578947368,5.632222222222222,7003,beauce_5_sa_003
1,0,98.0,-20.0,3.1,15.0,10.0,126.0,383.0,393.0,356.0,44.8,10.0,10.0,0,0,3.388421052631579,-88.07684210526315,7.319999999999999,7004,beauce_5_sa_004
2,0,70.0,-20.0,2.2,15.0,10.0,180.0,290.0,393.0,14.0,81.2,65.2,10.0,0,0,7.242631578947369,-61.60631578947368,8.997777777777777,7005,beauce_5_sa_005
3,0,90.0,-20.0,3.1,15.0,10.0,146.0,282.0,306.0,5.0,98.0,48.2,30.6,0,0,9.604736842105265,-26.74421052631579,8.994444444444445,7006,beauce_5_sa_006
2,0,93.0,-20.0,1.2,15.0,10.0,167.0,211.0,393.0,339.0,28.2,47.2,10.0,0,0,2.8684210526315788,-76.66842105263159,8.488888888888889,7007,beauce_5_sa_007
0,1,90.0,-25.0,1.7,24.7,10.0,259.0,383.0,393.0,6.0,10.0,10.0,10.0,0,0,1.1936842105263157,-128.7778947368421,5.378888888888889,7008,beauce_5_sa_008
2,0,103.0,-20.0,3.6,15.0,10.0,285.0,286.0,393.0,362.0,93.0,89.4,10.0,0,0,13.857368421052632,-44.30736842105264,8.875555555555556,7009,beauce_5_sa_009
2,0,94.0,-20.0,1.1,15.0,10.0,166.0,276.0,393.0,356.0,76.8,30.8,10.0,0,0,3.3594736842105264,-65.92315789473685,8.954444444444444,7010,beauce_5_sa_010
0,2,104.0,-5.0,3.5,23.5,13.8,259.0,383.0,393.0,357.0,10.0,10.0,10.0,0,0,1.5236842105263158,-114.36947368421052,5.2411111111111115,7011,beauce_5_sa_011
0,2,46.0,-9.0,3.2,9.9,4.3,259.0,383.0,393.0,357.0,10.0,10.0,10.0,0,0,1.083157894736842,-153.6936842105263,5.437777777777778,7012,beauce_5_sa_012
0,2,72.0,-36.0,2.7,18.6,6.9,259.0,383.0,393.0,334.0,10.0,10.0,10.0,0,0,0.7315789473684211,-84.27684210526316,5.442222222222222,7013,beauce_5_sa_013
1,0,55.0,-20.0,1.4,15.0,10.0,109.0,383.0,393.0,354.0,32.7,10.0,10.0,0,0,2.9342105263157894,-149.34421052631578,7.29,7014,beauce_5_sa_014
3,0,49.0,-20.0,3.0,15.0,10.0,256.0,264.0,318.0,3.0,91.6,81.3,37.7,0,0,22.82,-56.87315789473685,8.80888888888889,7015,beauce_5_sa_015
1,2,81.0,-18.0,1.8,9.5,3.3,112.0,383.0,393.0,338.0,31.6,10.0,10.0,0,0,2.684736842105263,-70.92157894736842,6.978888888888889,7016,beauce_5_sa_016
3,0,84.0,-20.0,2.1,15.0,10.0,147.0,320.0,321.0,351.0,53.6,55.7,47.7,0,0,11.107894736842104,-20.86210526315789,8.963333333333333,7017,beauce_5_sa_017
1,0,94.0,-20.0,3.5,15.0,10.0,250.0,383.0,393.0,353.0,90.0,10.0,10.0,0,0,2.098421052631579,-54.09631578947368,8.69,7018,beauce_5_sa_018
3,0,95.0,-20.0,1.8,15.0,10.0,232.0,233.0,264.0,364.0,93.4,39.1,90.6,0,0,15.522631578947369,-94.74473684210528,8.856666666666667,7019,beauce_5_sa_019
0,1,88.0,-12.0,3.1,22.8,10.0,259.0,383.0,393.0,7.0,10.0,10.0,10.0,0,0,1.511578947368421,-139.0557894736842,5.321111111111112,7020,beauce_5_sa_020
2,0,92.0,-20.0,2.4,15.0,10.0,281.0,287.0,393.0,11.0,93.4,75.0,10.0,0,0,13.918947368421051,-69.45,8.855555555555556,7021,beauce_5_sa_021
2,0,103.0,-20.0,2.0,15.0,10.0,144.0,261.0,393.0,340.0,41.9,38.1,10.0,0,0,3.241052631578947,-43.757894736842104,8.34,7022,beauce_5_sa_022
2,0,76.0,-20.0,1.3,15.0,10.0,121.0,268.0,393.0,8.0,77.0,57.1,10.0,0,0,7.806842105263159,-94.78,8.987777777777778,7023,beauce_5_sa_023
2,2,48.0,-21.0,3.1,8.6,8.8,197.0,238.0,393.0,334.0,44.3,34.4,10.0,0,0,0.73,-35.56736842105263,8.622222222222222,7024,beauce_5_sa_024
1,0,77.0,-20.0,1.8,15.0,10.0,228.0,383.0,393.0,350.0,72.1,10.0,10.0,0,0,2.027368421052632,-125.94789473684212,8.661111111111111,7025,beauce_5_sa_025
3,0,58.0,-20.0,2.8,15.0,10.0,149.0,230.0,300.0,365.0,98.4,10.5,46.0,0,0,8.353684210526316,-104.23,8.998888888888889,7026,beauce_5_sa_026
2,0,83.0,-20.0,1.4,15.0,10.0,283.0,322.0,393.0,356.0,90.9,27.8,10.0,0,0,8.891052631578948,-84.35473684210527,8.686666666666667,7027,beauce_5_sa_027
1,0,96.0,-20.0,1.8,15.0,10.0,107.0,383.0,393.0,338.0,47.8,10.0,10.0,0,0,3.9368421052631577,-110.26473684210528,7.7844444444444445,7028,beauce_5_sa_028
0,1,68.0,-29.0,2.5,10.6,10.0,259.0,383.0,393.0,359.0,10.0,10.0,10.0,0,0,0.9163157894736842,-127.9415789473684,5.445555555555555,7029,beauce_5_sa_029
2,0,53.0,-20.0,3.6,15.0,10.0,129.0,251.0,393.0,326.0,88.6,80.0,10.0,0,0,8.777894736842105,-26.56421052631579,8.99,7030,beauce_5_sa_030
2,0,101.0,-20.0,2.8,15.0,10.0,302.0,303.0,393.0,342.0,15.1,90.5,10.0,0,0,9.327894736842104,-65.66263157894737,8.399999999999999,7031,beauce_5_sa_031
2,1,78.0,-7.0,3.8,20.6,10.0,305.0,306.0,393.0,326.0,16.5,85.3,10.0,0,0,8.967368421052631,-20.419473684210523,8.07888888888889,7032,beauce_5_sa_032
2,2,62.0,-29.0,3.6,11.5,5.7,322.0,323.0,393.0,327.0,44.7,42.8,10.0,0,0,5.090526315789473,-49.48684210526316,8.167777777777777,7033,beauce_5_sa_033
1,1,100.0,-13.0,3.4,11.2,10.0,146.0,383.0,393.0,356.0,37.7,10.0,10.0,0,0,2.656315789473684,-95.56526315789472,7.185555555555556,7034,beauce_5_sa_034
3,2,75.0,-36.0,3.2,15.5,19.7,219.0,276.0,277.0,351.0,84.8,44.6,23.9,0,0,2.5757894736842104,-24.02842105263158,8.985555555555557,7035,beauce_5_sa_035
3,2,51.0,-42.0,3.3,15.2,23.3,161.0,295.0,296.0,343.0,32.9,17.7,20.8,0,0,1.4242105263157894,-63.56842105263158,8.222222222222221,7036,beauce_5_sa_036
1,2,97.0,-18.0,1.8,4.4,21.2,259.0,383.0,393.0,336.0,54.3,10.0,10.0,0,0,1.3468421052631578,-24.907894736842103,7.634444444444444,7037,beauce_5_sa_037
0,0,71.0,-20.0,1.4,15.0,10.0,259.0,383.0,393.0,8.0,10.0,10.0,10.0,0,0,1.9105263157894736,-178.75368421052633,5.556666666666667,7038,beauce_5_sa_038
3,2,78.0,-35.0,3.7,7.5,12.1,299.0,300.0,301.0,358.0,29.9,64.8,24.3,0,0,7.741052631578948,-64.81421052631579,8.636666666666667,7039,beauce_5_sa_039
1,1,85.0,-41.0,1.3,21.9,10.0,130.0,383.0,393.0,359.0,88.3,10.0,10.0,0,0,5.88578947368421,-39.85894736842105,8.61111111111111,7040,beauce_5_sa_040
2,1,94.0,-37.0,2.2,17.0,10.0,266.0,274.0,393.0,341.0,13.9,23.7,10.0,0,0,0.9921052631578948,-37.76052631578948,7.142222222222222,7041,beauce_5_sa_041
3,1,79.0,-10.0,3.9,18.6,10.0,241.0,318.0,319.0,17.0,14.7,47.7,34.4,0,0,7.236315789473685,-79.90894736842105,8.233333333333333,7042,beauce_5_sa_042
0,0,105.0,-20.0,3.6,15.0,10.0,259.0,383.0,393.0,332.0,10.0,10.0,10.0,0,0,2.7373684210526315,-99.19526315789474,5.061111111111111,7043,beauce_5_sa_043
2,2,85.0,-33.0,2.2,19.8,12.0,273.0,288.0,393.0,15.0,55.8,75.2,10.0,0,0,7.144736842105263,-78.13842105263157,8.805555555555555,7044,beauce_5_sa_044
1,0,72.0,-20.0,1.6,15.0,10.0,126.0,383.0,393.0,342.0,77.8,10.0,10.0,0,0,5.692631578947369,-119.49105263157894,8.58,7045,beauce_5_sa_045
1,0,48.0,-20.0,3.9,15.0,10.0,301.0,383.0,393.0,1.0,95.0,10.0,10.0,0,0,8.42263157894737,-131.0357894736842,8.183333333333334,7046,beauce_5_sa_046
1,2,83.0,-41.0,2.3,12.5,20.2,107.0,383.0,393.0,342.0,90.2,10.0,10.0,0,0,6.976315789473685,-21.01421052631579,8.54888888888889,7047,beauce_5_sa_047
2,1,75.0,-9.0,3.9,13.1,10.0,261.0,262.0,393.0,333.0,58.7,50.7,10.0,0,0,4.633684210526316,0.0352631578947384,8.61888888888889,7048,beauce_5_sa_048
1,0,76.0,-20.0,1.7,15.0,10.0,149.0,383.0,393.0,12.0,24.8,10.0,10.0,0,0,2.8273684210526313,-199.3684210526316,7.136666666666667,7049,beauce_5_sa_049
3,0,98.0,-20.0,2.2,15.0,10.0,258.0,303.0,304.0,325.0,94.9,55.0,65.7,0,0,18.352105263157895,8.333684210526318,8.925555555555555,7050,beauce_5_sa_050
3,1,46.0,-44.0,3.3,1.9,10.0,286.0,287.0,293.0,345.0,42.8,48.6,24.4,0,0,6.927368421052631,-104.63157894736842,8.715555555555556,7051,beauce_5_sa_051
