feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
2,1,55.0,-32.0,1.1,12.4,10.0,132.0,290.0,393.0,361.0,97.2,37.6,10.0,0,0,6.157368421052631,-50.711052631578944,8.979999999999999,1836,beauce_5_sa_036
3,0,83.0,-20.0,3.0,15.0,10.0,278.0,279.0,289.0,14.0,89.5,75.5,11.8,0,0,14.73,-41.154210526315794,8.844444444444445,1837,beauce_5_sa_037
3,0,67.0,-20.0,4.0,15.0,10.0,149.0,266.0,277.0,360.0,18.5,20.7,22.1,0,0,2.1357894736842105,-82.95684210526316,8.07,1838,beauce_5_sa_038
2,0,88.0,-20.0,1.5,15.0,10.0,157.0,282.0,393.0,347.0,11.8,90.5,10.0,0,0,5.8500000000000005,-78.69947368421053,8.764444444444443,1839,beauce_5_sa_039
1,2,60.0,-22.0,4.0,6.9,18.8,243.0,383.0,393.0,345.0,61.0,10.0,10.0,0,0,0.8621052631578947,-45.28473684210526,8.127777777777778,1840,beauce_5_sa_040
1,2,67.0,-22.0,1.3,22.8,20.3,262.0,383.0,393.0,362.0,62.6,10.0,10.0,0,0,1.3836842105263158,-61.58315789473683,7.972222222222222,1841,beauce_5_sa_041
1,1,100.0,-11.0,3.8,19.0,10.0,177.0,383.0,393.0,335.0,65.3,10.0,10.0,0,0,3.211578947368421,-49.87315789473684,7.986666666666666,1842,beauce_5_sa_042
0,1,50.0,-6.0,2.8,17.2,10.0,259.0,383.0,393.0,363.0,10.0,10.0,10.0,0,0,1.5252631578947369,-153.58631578947367,5.198888888888889,1843,beauce_5_sa_043
1,1,101.0,-16.0,1.5,7.7,10.0,192.0,383.0,393.0,355.0,81.6,10.0,10.0,0,0,2.7973684210526315,-72.10315789473684,8.617777777777778,1844,beauce_5_sa_044
3,2,73.0,-6.0,3.1,13.2,19.3,175.0,282.0,283.0,364.0,15.6,71.5,57.0,0,0,9.716842105263158,-38.99315789473684,8.81111111111111,1845,beauce_5_sa_045
1,2,104.0,-33.0,4.0,21.4,2.0,215.0,383.0,393.0,4.0,59.5,10.0,10.0,0,0,1.6473684210526316,-55.385789473684206,8.071111111111112,1846,beauce_5_sa_046
0,0,52.0,-20.0,2.8,15.0,10.0,259.0,383.0,393.0,337.0,10.0,10.0,10.0,0,0,1.4842105263157894,-142.81947368421052,5.524444444444445,1847,beauce_5_sa_047
1,1,74.0,-11.0,1.3,18.9,10.0,302.0,383.0,393.0,326.0,47.1,10.0,10.0,0,0,3.834736842105263,-49.58210526315789,6.9511111111111115,1848,beauce_5_sa_048
2,2,87.0,-31.0,3.4,19.1,5.6,114.0,282.0,393.0,14.0,28.2,28.2,10.0,0,0,2.5778947368421057,-86.07473684210527,8.038888888888888,1849,beauce_5_sa_049
0,1,48.0,-11.0,2.7,6.3,10.0,259.0,383.0,393.0,346.0,10.0,10.0,10.0,0,0,1.063157894736842,-129.40105263157895,5.345555555555555,1850,beauce_5_sa_050
1,2,103.0,-44.0,3.9,4.3,19.2,106.0,383.0,393.0,337.0,45.0,10.0,10.0,0,0,3.7815789473684207,-42.37421052631579,7.325555555555557,1851,beauce_5_sa_051
3,1,52.0,-8.0,3.0,24.3,10.0,205.0,249.0,320.0,348.0,63.7,67.3,79.8,0,0,15.633684210526315,-15.4878947368421,8.985555555555557,1852,beauce_5_sa_052
1,0,50.0,-20.0,3.3,15.0,10.0,259.0,383.0,393.0,363.0,75.2,10.0,10.0,0,0,5.468947368421053,-96.18052631578948,7.847777777777777,1853,beauce_5_sa_053
1,0,102.0,-20.0,1.9,15.0,10.0,124.0,383.0,393.0,353.0,61.0,10.0,10.0,0,0,4.41,-131.34473684210528,8.28111111111111,1854,beauce_5_sa_054
3,0,47.0,-20.0,2.2,15.0,10.0,128.0,221.0,256.0,338.0,49.3,20.2,51.6,0,0,5.232105263157894,-35.95947368421053,8.914444444444445,1855,beauce_5_sa_055
3,0,47.0,-20.0,2.9,15.0,10.0,248.0,249.0,286.0,344.0,75.8,70.9,16.4,0,0,14.528947368421052,-91.9663157894737,8.741111111111111,1856,beauce_5_sa_056
2,0,95.0,-20.0,2.1,15.0,10.0,320.0,321.0,393.0,336.0,91.1,73.9,10.0,0,0,15.91684210526316,-11.630526315789472,8.675555555555555,1857,beauce_5_sa_057
2,0,79.0,-20.0,1.4,15.0,10.0,130.0,249.0,393.0,334.0,76.3,30.2,10.0,0,0,5.466842105263158,-75.92210526315789,8.934444444444445,1858,beauce_5_sa_058
0,1,96.0,-25.0,2.3,20.6,10.0,259.0,383.0,393.0,331.0,10.0,10.0,10.0,0,0,1.546315789473684,-79.80052631578947,5.107777777777778,1859,beauce_5_sa_059
1,1,80.0,-9.0,2.6,18.3,10.0,112.0,383.0,393.0,349.0,64.4,10.0,10.0,0,0,4.6889473684210525,-76.23105263157895,7.9655555555555555,1860,beauce_5_sa_060
0,0,79.0,-20.0,1.1,15.0,10.0,259.0,383.0,393.0,17.0,10.0,10.0,10.0,0,0,2.1805263157894736,-168.4215789473684,5.294444444444444,1861,beauce_5_sa_061
0,2,87.0,-25.0,1.0,6.7,24.2,259.0,383.0,393.0,338.0,10.0,10.0,10.0,0,0,1.056842105263158,-84.18684210526315,5.306666666666667,1862,beauce_5_sa_062
3,1,62.0,-39.0,3.1,21.8,10.0,268.0,322.0,323.0,10.0,36.7,25.3,68.8,0,0,8.017368421052632,-111.9242105263158,8.756666666666668,1863,beauce_5_sa_063
1,2,97.0,-14.0,1.2,4.9,15.0,241.0,383.0,393.0,17.0,45.1,10.0,10.0,0,0,1.8421052631578947,-90.49263157894738,7.5055555555555555,1864,beauce_5_sa_064
0,1,48.0,-27.0,2.2,4.8,10.0,259.0,383.0,393.0,3.0,10.0,10.0,10.0,0,0,1.2094736842105265,-175.0078947368421,5.554444444444445,1865,beauce_5_sa_065
3,1,92.0,-34.0,1.1,25.0,10.0,114.0,318.0,319.0,17.0,66.8,55.2,31.4,0,0,11.435263157894738,-61.50368421052631,8.966666666666667,1866,beauce_5_sa_066
1,0,100.0,-20.0,1.9,15.0,10.0,159.0,383.0,393.0,348.0,37.0,10.0,10.0,0,0,2.728947368421053,-146.9857894736842,7.671111111111112,1867,beauce_5_sa_067
0,2,91.0,-35.0,3.5,2.2,5.7,259.0,383.0,393.0,353.0,10.0,10.0,10.0,0,0,0.8268421052631579,-104.71052631578948,5.6466666666666665,1868,beauce_5_sa_068
1,2,77.0,-7.0,3.8,11.5,13.6,283.0,383.0,393.0,16.0,70.2,10.0,10.0,0,0,3.977894736842105,-92.61894736842105,7.85,1869,beauce_5_sa_069
0,2,94.0,-8.0,3.4,10.6,23.4,259.0,383.0,393.0,16.0,10.0,10.0,10.0,0,0,1.743157894736842,-147.17263157894735,5.282222222222222,1870,beauce_5_sa_070
3,0,56.0,-20.0,3.6,15.0,10.0,196.0,242.0,283.0,330.0,69.6,63.5,57.6,0,0,10.205789473684211,-21.307368421052633,8.992222222222223,1871,beauce_5_sa_071
0,0,104.0,-20.0,1.3,15.0,10.0,259.0,383.0,393.0,12.0,10.0,10.0,10.0,0,0,2.2068421052631577,-165.20947368421054,5.452222222222222,1872,beauce_5_sa_072
1,1,80.0,-40.0,2.5,22.8,10.0,139.0,383.0,393.0,329.0,30.6,10.0,10.0,0,0,2.6184210526315788,-50.70052631578947,6.808888888888889,1873,beauce_5_sa_073
0,2,48.0,-34.0,1.1,11.4,20.2,259.0,383.0,393.0,324.0,10.0,10.0,10.0,0,0,0.3926315789473684,-92.3157894736842,5.535555555555556,1874,beauce_5_sa_074
3,2,93.0,-25.0,3.5,15.4,3.3,196.0,318.0,319.0,354.0,48.7,31.4,90.7,0,0,9.785789473684211,-21.46578947368421,8.983333333333333,1875,beauce_5_sa_075
2,0,69.0,-20.0,1.0,15.0,10.0,288.0,289.0,393.0,1.0,64.5,93.8,10.0,0,0,13.553684210526315,-40.9778947368421,8.703333333333333,1876,beauce_5_sa_076
0,0,51.0,-20.0,3.2,15.0,10.0,259.0,383.0,393.0,1.0,10.0,10.0,10.0,0,0,1.7810526315789472,-160.23894736842104,5.223333333333333,1877,beauce_5_sa_077
1,2,68.0,-40.0,2.2,18.2,4.7,256.0,383.0,393.0,3.0,57.5,10.0,10.0,0,0,0.996842105263158,-62.12052631578947,8.02888888888889,1878,beauce_5_sa_078
2,0,70.0,-20.0,3.5,15.0,10.0,282.0,283.0,393.0,4.0,78.4,26.7,10.0,0,0,7.952105263157895,-83.9778947368421,8.326666666666666,1879,beauce_5_sa_079
2,0,105.0,-20.0,2.5,15.0,10.0,242.0,290.0,393.0,13.0,66.7,79.7,10.0,0,0,7.330000000000001,-68.47684210526316,8.911111111111111,1880,beauce_5_sa_080
3,1,49.0,-32.0,2.9,20.0,10.0,121.0,242.0,256.0,345.0,29.3,37.0,52.9,0,0,3.977894736842105,-40.959999999999994,8.834444444444445,1881,beauce_5_sa_081
2,1,94.0,-8.0,1.2,22.4,10.0,247.0,248.0,393.0,336.0,87.4,40.2,10.0,0,0,4.072631578947369,16.945263157894736,8.81111111111111,1882,beauce_5_sa_082
3,1,85.0,-17.0,3.6,19.0,10.0,282.0,285.0,292.0,340.0,61.8,65.3,23.5,0,0,10.189473684210526,-2.7615789473684247,8.821111111111112,1883,beauce_5_sa_083
0,1,48.0,-6.0,1.2,9.0,10.0,259.0,383.0,393.0,363.0,10.0,10.0,10.0,0,0,1.5368421052631578,-154.6826315789474,5.187777777777778,1884,beauce_5_sa_084
1,0,78.0,-20.0,3.3,15.0,10.0,306.0,383.0,393.0,18.0,14.1,10.0,10.0,0,0,2.4410526315789474,-155.23315789473682,5.9511111111111115,1885,beauce_5_sa_085
1,0,53.0,-20.0,3.2,15.0,10.0,117.0,383.0,393.0,327.0,74.1,10.0,10.0,0,0,4.165789473684211,-60.26315789473684,8.262222222222222,1886,beauce_5_sa_086
3,0,67.0,-20.0,3.4,15.0,10.0,237.0,261.0,292.0,359.0,42.9,48.0,84.5,0,0,11.492105263157894,-46.57,8.961111111111112,1887,beauce_5_sa_087
1,1,89.0,-25.0,1.7,13.7,10.0,224.0,383.0,393.0,349.0,32.9,10.0,10.0,0,0,1.2773684210526317,-69.16842105263157,7.071111111111112,1888,beauce_5_sa_088
2,0,61.0,-20.0,1.3,15.0,10.0,245.0,273.0,393.0,340.0,77.1,69.6,10.0,0,0,8.852105263157895,-54.83210526315789,8.821111111111112,1889,beauce_5_sa_089
1,2,58.0,-30.0,1.1,1.2,8.7,288.0,383.0,393.0,323.0,51.9,10.0,10.0,0,0,2.193157894736842,-57.27736842105263,7.403333333333332,1890,beauce_5_sa_090
1,0,103.0,-20.0,1.4,15.0,10.0,282.0,383.0,393.0,361.0,67.8,10.0,10.0,0,0,4.220526315789473,-96.72894736842105,8.020000000000001,1891,beauce_5_sa_091
2,0,82.0,-20.0,2.2,15.0,10.0,210.0,230.0,393.0,334.0,46.9,71.9,10.0,0,0,2.431052631578947,-18.860000000000003,8.974444444444444,1892,beauce_5_sa_092
2,0,82.0,-20.0,3.7,15.0,10.0,288.0,289.0,393.0,334.0,53.1,59.1,10.0,0,0,9.101578947368422,-43.08684210526316,8.446666666666665,1893,beauce_5_sa_093
3,0,48.0,-20.0,1.1,15.0,10.0,198.0,320.0,321.0,352.0,17.9,89.1,14.9,0,0,8.626842105263158,-64.96157894736842,8.605555555555556,1894,beauce_5_sa_094
1,2,95.0,-26.0,1.4,18.4,22.9,152.0,383.0,393.0,5.0,88.4,10.0,10.0,0,0,4.1968421052631575,-53.444736842105264,8.68888888888889,1895,beauce_5_sa_095
2,0,56.0,-20.0,3.4,15.0,10.0,226.0,290.0,393.0,357.0,81.9,80.7,10.0,0,0,9.602631578947369,-54.81105263157895,8.942222222222222,1896,beauce_5_sa_096
0,2,96.0,-5.0,2.5,24.7,7.8,259.0,383.0,393.0,6.0,10.0,10.0,10.0,0,0,1.634736842105263,-134.7578947368421,5.265555555555555,1897,beauce_5_sa_097
1,1,62.0,-28.0,2.0,22.9,10.0,128.0,383.0,393.0,338.0,72.0,10.0,10.0,0,0,4.172631578947368,-40.29736842105264,8.226666666666667,1898,beauce_5_sa_098
3,2,48.0,-6.0,3.5,16.3,21.7,225.0,226.0,246.0,325.0,61.5,73.7,69.9,0,0,13.878947368421052,1.813684210526316,8.977777777777778,1899,beauce_5_sa_099
0,0,94.0,-20.0,2.7,15.0,10.0,259.0,383.0,393.0,1.0,10.0,10.0,10.0,0,0,1.823157894736842,-156.5521052631579,5.54,1900,beauce_5_sa_000
3,2,67.0,-11.0,2.2,9.3,13.4,118.0,231.0,302.0,360.0,83.2,84.0,50.7,0,0,14.096315789473683,-27.97052631578948,8.972222222222221,1901,beauce_5_sa_001
2,0,49.0,-20.0,2.0,15.0,10.0,131.0,263.0,393.0,357.0,39.9,39.2,10.0,0,0,3.716842105263158,-65.4321052631579,8.332222222222223,1902,beauce_5_sa_002
0,0,81.0,-20.0,2.8,15.0,10.0,259.0,383.0,393.0,342.0,10.0,10.0,10.0,0,0,1.7515789473684211,-134.06684210526316,5.551111111111111,1903,beauce_5_sa_003
0,0,75.0,-20.0,2.4,15.0,10.0,259.0,383.0,393.0,344.0,10.0,10.0,10.0,0,0,1.516842105263158,-124.18684210526314,5.403333333333332,1904,beauce_5_sa_004
3,0,97.0,-20.0,1.8,15.0,10.0,260.0,261.0,298.0,332.0,34.9,63.4,80.8,0,0,13.171052631578949,-61.48263157894737,8.93,1905,beauce_5_sa_005
0,1,85.0,-22.0,3.3,11.7,10.0,259.0,383.0,393.0,332.0,10.0,10.0,10.0,0,0,1.358947368421053,-87.46263157894737,5.221111111111111,1906,beauce_5_sa_006
1,0,69.0,-20.0,3.2,15.0,10.0,295.0,383.0,393.0,3.0,79.6,10.0,10.0,0,0,6.023157894736842,-79.14,7.822222222222223,1907,beauce_5_sa_007
0,1,82.0,-30.0,2.4,20.6,10.0,259.0,383.0,393.0,15.0,10.0,10.0,10.0,0,0,1.355263157894737,-143.99578947368423,5.382222222222222,1908,beauce_5_sa_008
0,1,56.0,-12.0,2.1,5.4,10.0,259.0,383.0,393.0,332.0,10.0,10.0,10.0,0,0,1.0378947368421052,-107.08210526315789,5.35,1909,beauce_5_sa_009
3,0,53.0,-20.0,1.3,15.0,10.0,195.0,260.0,319.0,360.0,17.3,17.0,50.7,0,0,5.198421052631579,-101.95473684210526,8.377777777777778,1910,beauce_5_sa_010
3,0,98.0,-20.0,2.9,15.0,10.0,132.0,317.0,318.0,325.0,20.5,42.7,90.7,0,0,16.271052631578947,-46.873684210526314,8.722222222222221,1911,beauce_5_sa_011
1,2,83.0,-36.0,3.0,7.7,5.7,174.0,383.0,393.0,5.0,51.8,10.0,10.0,0,0,2.084736842105263,-75.14473684210526,7.90888888888889,1912,beauce_5_sa_012
2,0,79.0,-20.0,2.0,15.0,10.0,244.0,297.0,393.0,352.0,35.8,47.1,10.0,0,0,3.3899999999999997,-30.126842105263155,8.27,1913,beauce_5_sa_013
1,2,85.0,-40.0,1.1,8.2,20.1,164.0,383.0,393.0,354.0,15.4,10.0,10.0,0,0,0.9857894736842104,-80.76263157894736,6.368888888888889,1914,beauce_5_sa_014
0,0,97.0,-20.0,3.5,15.0,10.0,259.0,383.0,393.0,3.0,10.0,10.0,10.0,0,0,1.898421052631579,-145.0884210526316,5.3533333333333335,1915,beauce_5_sa_015
3,2,76.0,-31.0,2.8,24.9,9.6,262.0,296.0,297.0,353.0,71.8,75.8,39.5,0,0,12.374736842105264,-40.021578947368425,8.97111111111111,1916,beauce_5_sa_016
3,1,98.0,-43.0,1.7,21.8,10.0,321.0,322.0,323.0,325.0,70.2,55.5,84.0,0,0,22.231052631578947,-13.35526315789474,8.741111111111111,1917,beauce_5_sa_017
2,0,60.0,-20.0,2.8,15.0,10.0,253.0,315.0,393.0,9.0,19.8,56.5,10.0,0,0,5.874736842105262,-135.76263157894735,8.127777777777778,1918,beauce_5_sa_018
0,2,105.0,-13.0,3.6,12.3,4.3,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.631578947368421,-132.34157894736842,5.286666666666666,1919,beauce_5_sa_019
2,1,50.0,-34.0,2.5,3.0,10.0,239.0,240.0,393.0,351.0,81.3,14.1,10.0,0,0,2.7442105263157894,-57.124210526315785,8.52888888888889,1920,beauce_5_sa_020
0,0,55.0,-20.0,1.2,15.0,10.0,259.0,383.0,393.0,16.0,10.0,10.0,10.0,0,0,2.241052631578947,-188.9878947368421,5.318888888888889,1921,beauce_5_sa_021
1,1,47.0,-41.0,1.8,2.9,10.0,274.0,383.0,393.0,324.0,41.1,10.0,10.0,0,0,1.171578947368421,-100.20631578947368,7.598888888888889,1922,beauce_5_sa_022
0,0,67.0,-20.0,2.7,15.0,10.0,259.0,383.0,393.0,13.0,10.0,10.0,10.0,0,0,1.988421052631579,-187.2278947368421,5.506666666666667,1923,beauce_5_sa_023
0,0,89.0,-20.0,1.9,15.0,10.0,259.0,383.0,393.0,358.0,10.0,10.0,10.0,0,0,1.8142105263157895,-172.07263157894738,5.86,1924,beauce_5_sa_024
1,0,97.0,-20.0,1.5,15.0,10.0,167.0,383.0,393.0,7.0,89.2,10.0,10.0,0,0,4.318947368421052,-136.0221052631579,8.844444444444443,1925,beauce_5_sa_025
3,1,94.0,-12.0,2.5,21.0,10.0,141.0,291.0,292.0,356.0,70.0,83.2,28.0,0,0,10.534736842105264,-3.2142105263157883,8.992222222222223,1926,beauce_5_sa_026
3,2,57.0,-34.0,1.4,7.8,19.4,216.0,315.0,316.0,8.0,14.5,30.7,16.1,0,0,2.6910526315789474,-132.5115789473684,7.742222222222223,1927,beauce_5_sa_027
0,0,57.0,-20.0,2.8,15.0,10.0,259.0,383.0,393.0,344.0,10.0,10.0,10.0,0,0,1.516842105263158,-147.40947368421052,5.571111111111112,1928,beauce_5_sa_028
3,0,93.0,-20.0,3.5,15.0,10.0,108.0,292.0,293.0,340.0,80.0,65.0,74.5,0,0,19.177894736842106,-15.71052631578947,8.982222222222223,1929,beauce_5_sa_029
0,1,50.0,-14.0,2.9,21.1,10.0,259.0,383.0,393.0,359.0,10.0,10.0,10.0,0,0,1.0478947368421052,-142.7084210526316,5.295555555555556,1930,beauce_5_sa_030
1,0,85.0,-20.0,2.6,15.0,10.0,304.0,383.0,393.0,356.0,34.6,10.0,10.0,0,0,2.995789473684211,-114.21368421052632,6.868888888888889,1931,beauce_5_sa_031
3,1,63.0,-28.0,3.1,4.2,10.0,192.0,303.0,304.0,359.0,41.0,54.6,63.4,0,0,8.661052631578947,-58.75315789473684,8.961111111111112,1932,beauce_5_sa_032
1,0,64.0,-20.0,2.5,15.0,10.0,224.0,383.0,393.0,364.0,39.9,10.0,10.0,0,0,1.8889473684210527,-128.91263157894738,7.47111111111111,1933,beauce_5_sa_033
2,0,51.0,-20.0,2.0,15.0,10.0,195.0,212.0,393.0,341.0,17.6,13.6,10.0,0,0,1.5305263157894735,-84.88842105263157,6.827777777777778,1934,beauce_5_sa_034
1,0,82.0,-20.0,3.4,15.0,10.0,202.0,383.0,393.0,358.0,12.6,10.0,10.0,0,0,1.739473684210526,-130.40526315789472,6.176666666666667,1935,beauce_5_sa_035
1,0,84.0,-20.0,1.1,15.0,10.0,134.0,383.0,393.0,3.0,67.5,10.0,10.0,0,0,5.0473684210526315,-112.21105263157894,8.153333333333332,1936,beauce_5_sa_036
3,2,93.0,-39.0,2.1,14.4,20.5,322.0,323.0,324.0,16.0,39.0,66.7,18.5,0,0,10.103684210526316,-92.33052631578948,8.538888888888888,1937,beauce_5_sa_037
1,0,75.0,-20.0,3.0,15.0,10.0,280.0,383.0,393.0,362.0,57.8,10.0,10.0,0,0,3.438421052631579,-67.40631578947368,7.431111111111111,1938,beauce_5_sa_038
1,0,99.0,-20.0,3.3,15.0,10.0,129.0,383.0,393.0,325.0,28.2,10.0,10.0,0,0,3.895263157894737,-70.47,6.368888888888889,1939,beauce_5_sa_039
3,0,48.0,-20.0,3.3,15.0,10.0,245.0,278.0,279.0,342.0,86.8,18.3,76.6,0,0,15.87842105263158,-38.81736842105263,8.765555555555556,1940,beauce_5_sa_040
1,0,54.0,-20.0,3.2,15.0,10.0,123.0,383.0,393.0,352.0,84.1,10.0,10.0,0,0,4.854736842105264,-77.24631578947367,8.545555555555556,1941,beauce_5_sa_041
2,0,50.0,-20.0,1.6,15.0,10.0,160.0,279.0,393.0,17.0,80.7,73.6,10.0,0,0,13.045789473684213,-175.5,8.973333333333334,1942,beauce_5_sa_042
1,0,81.0,-20.0,2.5,15.0,10.0,115.0,383.0,393.0,330.0,12.0,10.0,10.0,0,0,2.3957894736842107,-103.53736842105263,5.955555555555556,1943,beauce_5_sa_043
1,2,65.0,-20.0,3.5,16.2,9.9,196.0,383.0,393.0,7.0,11.2,10.0,10.0,0,0,1.1236842105263158,-123.87105263157892,5.973333333333334,1944,beauce_5_sa_044
3,0,51.0,-20.0,3.5,15.0,10.0,138.0,224.0,321.0,342.0,81.2,61.4,83.3,0,0,18.783684210526314,-38.29263157894737,8.997777777777777,1945,beauce_5_sa_045
2,0,87.0,-20.0,1.8,15.0,10.0,119.0,223.0,393.0,340.0,81.8,57.7,10.0,0,0,6.36,-87.23947368421052,8.986666666666666,1946,beauce_5_sa_046
0,1,71.0,-42.0,1.9,13.3,10.0,259.0,383.0,393.0,340.0,10.0,10.0,10.0,0,0,0.6573684210526316,-91.04157894736842,5.4688888888888885,1947,beauce_5_sa_047
1,1,57.0,-25.0,1.9,3.6,10.0,220.0,383.0,393.0,349.0,51.4,10.0,10.0,0,0,0.9415789473684212,-81.7278947368421,7.996666666666666,1948,beauce_5_sa_048
2,0,47.0,-20.0,3.7,15.0,10.0,266.0,267.0,393.0,342.0,96.1,57.1,10.0,0,0,13.781052631578946,-67.22368421052632,8.652222222222223,1949,beauce_5_sa_049
2,0,99.0,-20.0,1.7,15.0,10.0,153.0,262.0,393.0,358.0,47.0,42.9,10.0,0,0,2.926842105263158,-125.7142105263158,8.915555555555557,1950,beauce_5_sa_050
2,1,100.0,-39.0,1.8,14.3,10.0,257.0,258.0,393.0,362.0,58.0,44.2,10.0,0,0,1.6878947368421051,-8.687894736842106,8.776666666666667,1951,beauce_5_sa_051
3,2,57.0,-7.0,1.2,10.0,8.7,195.0,320.0,321.0,323.0,90.4,26.0,57.4,0,0,6.534736842105263,17.697894736842105,8.997777777777777,1952,beauce_5_sa_052
2,2,64.0,-9.0,3.1,1.7,16.2,146.0,221.0,393.0,364.0,80.1,73.0,10.0,0,0,5.0552631578947365,-24.413684210526316,8.992222222222223,1953,beauce_5_sa_053
0,2,79.0,-29.0,2.5,4.1,16.8,259.0,383.0,393.0,359.0,10.0,10.0,10.0,0,0,0.8952631578947369,-116.02263157894735,5.495555555555556,1954,beauce_5_sa_054
2,0,62.0,-20.0,1.4,15.0,10.0,233.0,234.0,393.0,19.0,36.6,23.9,10.0,0,0,2.931578947368421,-161.95052631578946,8.247777777777777,1955,beauce_5_sa_055
2,0,92.0,-20.0,3.8,15.0,10.0,251.0,252.0,393.0,345.0,35.7,71.2,10.0,0,0,3.258421052631579,-37.62157894736842,8.785555555555556,1956,beauce_5_sa_056
3,2,83.0,-34.0,2.9,14.6,7.9,217.0,317.0,318.0,365.0,70.5,48.0,86.5,0,0,12.264736842105265,-50.33263157894738,8.981111111111112,1957,beauce_5_sa_057
0,0,83.0,-20.0,3.2,15.0,10.0,259.0,383.0,393.0,345.0,10.0,10.0,10.0,0,0,1.604736842105263,-114.25684210526316,5.27,1958,beauce_5_sa_058
2,2,106.0,-43.0,1.3,23.4,8.8,254.0,255.0,393.0,326.0,25.5,58.1,10.0,0,0,2.2805263157894737,6.395263157894738,8.275555555555556,1959,beauce_5_sa_059
0,0,105.0,-20.0,1.4,15.0,10.0,259.0,383.0,393.0,358.0,10.0,10.0,10.0,0,0,1.9836842105263155,-143.0642105263158,5.529999999999999,1960,beauce_5_sa_060
3,0,56.0,-20.0,3.4,15.0,10.0,175.0,288.0,295.0,362.0,78.7,73.6,54.6,0,0,15.972105263157896,-61.62526315789474,8.996666666666666,1961,beauce_5_sa_061
3,1,60.0,-25.0,1.6,6.7,10.0,263.0,311.0,312.0,12.0,26.4,63.0,36.7,0,0,8.765263157894736,-108.30526315789474,8.706666666666667,1962,beauce_5_sa_062
3,2,87.0,-30.0,1.4,14.4,16.3,182.0,318.0,319.0,3.0,46.2,49.6,84.1,0,0,11.718421052631578,-45.348421052631586,8.977777777777778,1963,beauce_5_sa_063
1,2,91.0,-24.0,1.9,20.4,15.7,298.0,383.0,393.0,342.0,29.4,10.0,10.0,0,0,1.3063157894736843,-57.23684210526316,6.782222222222222,1964,beauce_5_sa_064
1,1,60.0,-15.0,2.3,11.3,10.0,248.0,383.0,393.0,355.0,94.9,10.0,10.0,0,0,3.8631578947368426,-45.8378947368421,8.418888888888889,1965,beauce_5_sa_065
3,0,77.0,-20.0,1.2,15.0,10.0,234.0,305.0,306.0,334.0,54.2,34.9,57.5,0,0,7.798947368421053,-19.19,8.942222222222222,1966,beauce_5_sa_066
3,1,60.0,-21.0,3.3,2.3,10.0,268.0,293.0,294.0,352.0,15.4,36.6,16.1,0,0,3.273684210526316,-73.88578947368421,7.928888888888888,1967,beauce_5_sa_067
0,1,47.0,-9.0,3.1,10.6,10.0,259.0,383.0,393.0,336.0,10.0,10.0,10.0,0,0,1.063157894736842,-117.25263157894736,5.305555555555555,1968,beauce_5_sa_068
2,2,101.0,-23.0,1.2,5.4,15.9,264.0,265.0,393.0,358.0,20.3,53.9,10.0,0,0,1.2294736842105265,-35.51631578947369,8.402222222222223,1969,beauce_5_sa_069
1,1,105.0,-10.0,3.0,14.4,10.0,182.0,383.0,393.0,354.0,93.3,10.0,10.0,0,0,3.495789473684211,-62.373684210526314,8.736666666666666,1970,beauce_5_sa_070
2,1,103.0,-5.0,3.6,10.4,10.0,247.0,280.0,393.0,335.0,26.3,99.5,10.0,0,0,5.967368421052631,9.285263157894738,8.754444444444443,1971,beauce_5_sa_071
2,0,101.0,-20.0,1.6,15.0,10.0,198.0,311.0,393.0,347.0,41.5,41.5,10.0,0,0,4.576315789473685,-90.55894736842106,8.573333333333332,1972,beauce_5_sa_072
0,0,60.0,-20.0,1.7,15.0,10.0,259.0,383.0,393.0,345.0,10.0,10.0,10.0,0,0,1.55,-161.53052631578947,5.77,1973,beauce_5_sa_073
3,1,98.0,-24.0,2.2,3.3,10.0,199.0,293.0,299.0,11.0,50.4,49.8,44.2,0,0,6.646842105263158,-49.36578947368421,8.973333333333334,1974,beauce_5_sa_074
1,2,89.0,-15.0,3.4,2.4,14.1,308.0,383.0,393.0,11.0,73.7,10.0,10.0,0,0,5.25,-77.93736842105262,7.753333333333334,1975,beauce_5_sa_075
1,2,73.0,-26.0,1.6,20.0,10.6,286.0,383.0,393.0,341.0,77.9,10.0,10.0,0,0,3.5021052631578953,-40.647368421052626,8.065555555555555,1976,beauce_5_sa_076
0,1,102.0,-19.0,1.9,5.3,10.0,259.0,383.0,393.0,330.0,10.0,10.0,10.0,0,0,2.0078947368421054,-82.04315789473684,5.052222222222222,1977,beauce_5_sa_077
3,0,87.0,-20.0,3.7,15.0,10.0,281.0,282.0,321.0,19.0,22.8,90.9,42.8,0,0,13.386315789473684,-92.46947368421051,8.80888888888889,1978,beauce_5_sa_078
1,1,84.0,-10.0,1.4,17.0,10.0,181.0,383.0,393.0,9.0,48.6,10.0,10.0,0,0,2.428421052631579,-109.02263157894735,7.678888888888888,1979,beauce_5_sa_079
