sortie,parametre_1,parametre_2,R2_interaction,R2_cellules,R2_additif,n,n_cellules
N_lixi,Jour_Semis,Dose_F2_2,0.05557558927782513,0.8973364912882392,0.8417609020104141,60,16
N_lixi,Jours_semis_F1,Dose_F2_1,0.055493566724780674,0.14087835198923548,0.08538478526445481,60,16
N_lixi,Jour_Semis,Jours_op_recolte,0.05548520784513633,0.8970579756046179,0.8415727677594815,60,16
N_lixi,nb_f2,type_f3_2,0.055227550196848774,0.08402653972280294,0.028798989525954166,60,9
N_lixi,type_f3_2,Dose_F1_1,0.05501517092963726,0.11960752043480283,0.06459234950516557,60,12
N_lixi,nb_prepa,type_f1_2,0.05488993710435164,0.07116318429364721,0.01627324718929557,60,9
N_lixi,Jour_Semis,Jours_semis_F1,0.05452920577551568,0.8866701409355655,0.8321409351600498,60,16
N_lixi,type_f2_1,Dose_F3_2,0.05433123820519259,0.13148312564179887,0.07715188743660628,60,12
N_lixi,type_f1_1,type_f3_2,0.05396317561126396,0.07449504397708029,0.02053186836581633,60,9
N_lixi,nb_f1,type_f1_2,0.05380260805107839,0.07058171744482955,0.016779109393751157,60,9
N_lixi,has_prepa,Jours_F2_F3,0.05312783905104623,0.1776165164719936,0.12448867742094738,60,12
N_lixi,prepa_2,nb_f2,0.052937766082126414,0.10354877244745808,0.05061100636533167,60,9
N_lixi,nb_f1,type_f3_2,0.051556182389224214,0.07145816078249467,0.01990197839327046,60,9
N_lixi,prepa_1,Jours_op_recolte,0.05153844090699078,0.09296871983515187,0.04143027892816109,60,12
N_lixi,type_f2_2,Jours_op_recolte,0.050937599441149284,0.14550717373839195,0.09456957429724266,60,12
N_lixi,has_prepa,prepa_1,0.050210942026610916,0.08360234624841434,0.03339140422180342,60,9
N_lixi,has_prepa,Dose_F2_2,0.049831143259697064,0.12660745006392082,0.07677630680422376,60,12
N_lixi,Jours_av_PREPA,Dose_F1_2,0.04936676233582571,0.15792892331082964,0.10856216097500393,60,16
N_lixi,type_f2_1,Jours_F2_F3,0.04923934828021381,0.1977459242508971,0.14850657597068329,60,12
N_lixi,Jours_av_PREPA,Jours_F1_F2,0.04919477218367807,0.19767273161924015,0.14847795943556208,60,16
N_lixi,type_f1_1,type_f3_1,0.04908051681826975,0.09472579405512627,0.04564527723685652,60,9
N_lixi,nb_f3,Jours_F1_F2,0.04899636740986102,0.12979815334405576,0.08080178593419474,60,12
N_lixi,Jour_Semis,Jours_F1_F2,0.04885045934967802,0.8933411309285285,0.8444906715788505,60,16
N_lixi,has_prepa,Jours_F1_F2,0.04854016886731316,0.1287016112074243,0.08016144234011113,60,12
